name,pcode,parent,admlevel
Awka North,NGA004005,NGA004,2
Awka South,NGA004006,NGA004,2
Ayamelum,NGA004007,NGA004,2
Dunukofia,NGA004008,NGA004,2
Ekwusigo,NGA004009,NGA004,2
Idemili North,NGA004010,NGA004,2
Idemili South,NGA004011,NGA004,2
Ihiala,NGA004012,NGA004,2
Njikoka,NGA004013,NGA004,2
Nnewi North,NGA004014,NGA004,2
Nnewi South,NGA004015,NGA004,2
Ogbaru,NGA004016,NGA004,2
Onitsha North,NGA004017,NGA004,2
Onitsha South,NGA004018,NGA004,2
Orumba North,NGA004019,NGA004,2
Orumba South,NGA004020,NGA004,2
Oyi,NGA004021,NGA004,2
Alkaleri,NGA005001,NGA005,2
Bauchi,NGA005002,NGA005,2
Bogoro,NGA005003,NGA005,2
Damban,NGA005004,NGA005,2
Darazo,NGA005005,NGA005,2
Dass,NGA005006,NGA005,2
Gamawa,NGA005007,NGA005,2
Ganjuwa,NGA005008,NGA005,2
Giade,NGA005009,NGA005,2
Itas/Gadau,NGA005010,NGA005,2
Jama'are,NGA005011,NGA005,2
Katagum,NGA005012,NGA005,2
Kirfi,NGA005013,NGA005,2
Misau,NGA005014,NGA005,2
Ningi,NGA005015,NGA005,2
Shira,NGA005016,NGA005,2
Tafawa-Balewa,NGA005017,NGA005,2
Toro,NGA005018,NGA005,2
Warji,NGA005019,NGA005,2
Zaki,NGA005020,NGA005,2
Kolokuma/Opokuma,NGA006003,NGA006,2
Nembe,NGA006004,NGA006,2
Ogbia,NGA006005,NGA006,2
Sagbama,NGA006006,NGA006,2
Yenegoa,NGA006008,NGA006,2
Ado,NGA007001,NGA007,2
Agatu,NGA007002,NGA007,2
Apa,NGA007003,NGA007,2
Buruku,NGA007004,NGA007,2
Gboko,NGA007005,NGA007,2
Guma,NGA007006,NGA007,2
Gwer East,NGA007007,NGA007,2
Gwer West,NGA007008,NGA007,2
Katsina-Ala,NGA007009,NGA007,2
Konshisha,NGA007010,NGA007,2
Logo,NGA007012,NGA007,2
Makurdi,NGA007013,NGA007,2
Obi,NGA007014,NGA007,2
Ogbadibo,NGA007015,NGA007,2
Ohimini,NGA007016,NGA007,2
Oju,NGA007017,NGA007,2
Okpokwu,NGA007018,NGA007,2
Oturkpo,NGA007019,NGA007,2
Tarka,NGA007020,NGA007,2
Ukum,NGA007021,NGA007,2
Ushongo,NGA007022,NGA007,2
Vandeikya,NGA007023,NGA007,2
Askira/Uba,NGA008002,NGA008,2
Bayo,NGA008004,NGA008,2
Biu,NGA008005,NGA008,2
Chibok,NGA008006,NGA008,2
Damboa,NGA008007,NGA008,2
Dikwa,NGA008008,NGA008,2
Gubio,NGA008009,NGA008,2
Guzamala,NGA008010,NGA008,2
Hawul,NGA008012,NGA008,2
Jere,NGA008013,NGA008,2
Kaga,NGA008014,NGA008,2
Konduga,NGA008016,NGA008,2
Kwaya Kusar,NGA008018,NGA008,2
Mafa,NGA008019,NGA008,2
Magumeri,NGA008020,NGA008,2
Maiduguri,NGA008021,NGA008,2
Marte,NGA008022,NGA008,2
Nganzai,NGA008026,NGA008,2
Shani,NGA008027,NGA008,2
Abi,NGA009001,NGA009,2
Bekwara,NGA009005,NGA009,2
Biase,NGA009006,NGA009,2
Calabar-Municipal,NGA009009,NGA009,2
Ikom,NGA009011,NGA009,2
Obubra,NGA009013,NGA009,2
Obudu,NGA009014,NGA009,2
Odukpani,NGA009015,NGA009,2
Ogoja,NGA009016,NGA009,2
Yakurr,NGA009017,NGA009,2
Yala,NGA009018,NGA009,2
Aniocha North,NGA010001,NGA010,2
Aniocha South,NGA010002,NGA010,2
Bomadi,NGA010003,NGA010,2
Ethiope East,NGA010005,NGA010,2
Ethiope West,NGA010006,NGA010,2
Ika North East,NGA010007,NGA010,2
Ika South,NGA010008,NGA010,2
Isoko North,NGA010009,NGA010,2
Isoko South,NGA010010,NGA010,2
Ndokwa East,NGA010011,NGA010,2
Ndokwa West,NGA010012,NGA010,2
Okpe,NGA010013,NGA010,2
Oshimili North,NGA010014,NGA010,2
Oshimili South,NGA010015,NGA010,2
Patani,NGA010016,NGA010,2
Sapele,NGA010017,NGA010,2
Udu,NGA010018,NGA010,2
Ughelli North,NGA010019,NGA010,2
Ughelli South,NGA010020,NGA010,2
Ukwuani,NGA010021,NGA010,2
Uvwie,NGA010022,NGA010,2
Warri South,NGA010024,NGA010,2
Abakaliki,NGA011001,NGA011,2
Afikpo North,NGA011002,NGA011,2
Afikpo South,NGA011003,NGA011,2
Ebonyi,NGA011004,NGA011,2
Ezza North,NGA011005,NGA011,2
Ezza South,NGA011006,NGA011,2
Ikwo,NGA011007,NGA011,2
Ishielu,NGA011008,NGA011,2
Ivo,NGA011009,NGA011,2
Izzi,NGA011010,NGA011,2
Ohaozara,NGA011011,NGA011,2
Ohaukwu,NGA011012,NGA011,2
Onicha,NGA011013,NGA011,2
Akoko-Edo,NGA012001,NGA012,2
Egor,NGA012002,NGA012,2
Esan North East,NGA012004,NGA012,2
Esan Central,NGA012003,NGA012,2
Esan South East,NGA012005,NGA012,2
Esan West,NGA012006,NGA012,2
Etsako Central,NGA012007,NGA012,2
Etsako East,NGA012008,NGA012,2
Etsako West,NGA012009,NGA012,2
Igueben,NGA012010,NGA012,2
Ikpoba-Okha,NGA012011,NGA012,2
Oredo,NGA012012,NGA012,2
Orhionmwon,NGA012013,NGA012,2
Ovia North East,NGA012014,NGA012,2
Ovia South West,NGA012015,NGA012,2
Owan East,NGA012016,NGA012,2
Owan West,NGA012017,NGA012,2
Uhunmwonde,NGA012018,NGA012,2
Ado Ekiti,NGA013001,NGA013,2
Efon-Alayee,NGA013003,NGA013,2
Ekiti East,NGA013004,NGA013,2
Ekiti South West,NGA013005,NGA013,2
Ekiti West,NGA013006,NGA013,2
Emure,NGA013007,NGA013,2
Gboyin,NGA013002,NGA013,2
Idosi-Osi,NGA013008,NGA013,2
Ijero,NGA013009,NGA013,2
Ikere,NGA013010,NGA013,2
Ikole,NGA013011,NGA013,2
Ilemeji,NGA013012,NGA013,2
Irepodun/Ifelodun,NGA013013,NGA013,2
Ise/Orun,NGA013014,NGA013,2
Moba,NGA013015,NGA013,2
Oye,NGA013016,NGA013,2
Aninri,NGA014001,NGA014,2
Awgu,NGA014002,NGA014,2
Enugu East,NGA014003,NGA014,2
Enugu North,NGA014004,NGA014,2
Enugu South,NGA014005,NGA014,2
Ezeagu,NGA014006,NGA014,2
Igbo-Etiti,NGA014007,NGA014,2
Igbo-Eze North,NGA014008,NGA014,2
Igbo-Eze South,NGA014009,NGA014,2
Isi-Uzo,NGA014010,NGA014,2
Nkanu East,NGA014011,NGA014,2
Nkanu West,NGA014012,NGA014,2
Nsukka,NGA014013,NGA014,2
Oji-River,NGA014014,NGA014,2
Udenu,NGA014015,NGA014,2
Udi,NGA014016,NGA014,2
Uzo-Uwani,NGA014017,NGA014,2
Abaji,NGA015001,NGA015,2
Bwari,NGA015003,NGA015,2
Gwagwalada,NGA015004,NGA015,2
Kuje,NGA015005,NGA015,2
Kwali,NGA015006,NGA015,2
Abuja Municipal,NGA015002,NGA015,2
Akko,NGA016001,NGA016,2
Balanga,NGA016002,NGA016,2
Billiri,NGA016003,NGA016,2
Dukku,NGA016004,NGA016,2
Funakaye,NGA016005,NGA016,2
Gombe,NGA016006,NGA016,2
Kaltungo,NGA016007,NGA016,2
Kwami,NGA016008,NGA016,2
Nafada,NGA016009,NGA016,2
Shomgom,NGA016010,NGA016,2
Yamaltu/Deba,NGA016011,NGA016,2
Aboh-Mbaise,NGA017001,NGA017,2
Ahiazu-Mbaise,NGA017002,NGA017,2
Ehime-Mbano,NGA017003,NGA017,2
Ezinihitte,NGA017004,NGA017,2
Ideato North,NGA017005,NGA017,2
Ideato South,NGA017006,NGA017,2
Ihitte/Uboma,NGA017007,NGA017,2
Ikeduru,NGA017008,NGA017,2
Isiala Mbano,NGA017009,NGA017,2
Isu,NGA017010,NGA017,2
Mbaitoli,NGA017011,NGA017,2
Ngor-Okpala,NGA017012,NGA017,2
Njaba,NGA017013,NGA017,2
Nkwerre,NGA017014,NGA017,2
Nwangele,NGA017015,NGA017,2
Obowo,NGA017016,NGA017,2
Oguta,NGA017017,NGA017,2
Ohaji/Egbema,NGA017018,NGA017,2
Okigwe,NGA017019,NGA017,2
Orlu,NGA017020,NGA017,2
Orsu,NGA017021,NGA017,2
Oru East,NGA017022,NGA017,2
Oru West,NGA017023,NGA017,2
Owerri-Municipal,NGA017026,NGA017,2
Owerri North,NGA017024,NGA017,2
Owerri West,NGA017025,NGA017,2
Unuimo,NGA017027,NGA017,2
Auyo,NGA018001,NGA018,2
Babura,NGA018002,NGA018,2
Biriniwa,NGA018003,NGA018,2
Birni Kudu,NGA018004,NGA018,2
Buji,NGA018005,NGA018,2
Dutse,NGA018006,NGA018,2
Gagarawa,NGA018007,NGA018,2
Garki,NGA018008,NGA018,2
Gumel,NGA018009,NGA018,2
Guri,NGA018010,NGA018,2
Gwaram,NGA018011,NGA018,2
Gwiwa,NGA018012,NGA018,2
Hadejia,NGA018013,NGA018,2
Jahun,NGA018014,NGA018,2
Kafin Hausa,NGA018015,NGA018,2
Kaugama,NGA018016,NGA018,2
Kazaure,NGA018017,NGA018,2
Kiri Kasamma,NGA018018,NGA018,2
Malam Madori,NGA018021,NGA018,2
Miga,NGA018022,NGA018,2
Ringim,NGA018023,NGA018,2
Roni,NGA018024,NGA018,2
Taura,NGA018026,NGA018,2
Yankwashi,NGA018027,NGA018,2
kiyawa,NGA018019,NGA018,2
Birnin-Gwari,NGA019001,NGA019,2
Chikun,NGA019002,NGA019,2
Giwa,NGA019003,NGA019,2
Kajuru,NGA019012,NGA019,2
Igabi,NGA019004,NGA019,2
Ikara,NGA019005,NGA019,2
Jaba,NGA019006,NGA019,2
Jema'a,NGA019007,NGA019,2
Kachia,NGA019008,NGA019,2
Kaduna North,NGA019009,NGA019,2
Kagarko,NGA019011,NGA019,2
Kaura,NGA019013,NGA019,2
Kauru,NGA019014,NGA019,2
Kubau,NGA019015,NGA019,2
Kudan,NGA019016,NGA019,2
Lere,NGA019017,NGA019,2
Markafi,NGA019018,NGA019,2
Sabon-Gari,NGA019019,NGA019,2
Sanga,NGA019020,NGA019,2
Soba,NGA019021,NGA019,2
Zango-Kataf,NGA019022,NGA019,2
Zaria,NGA019023,NGA019,2
Kaduna South,NGA019010,NGA019,2
Ajingi,NGA020001,NGA020,2
Albasu,NGA020002,NGA020,2
Bagwai,NGA020003,NGA020,2
Bebeji,NGA020004,NGA020,2
Bichi,NGA020005,NGA020,2
Bunkure,NGA020006,NGA020,2
Dala,NGA020007,NGA020,2
Dambatta,NGA020008,NGA020,2
Dawakin Kudu,NGA020009,NGA020,2
Dawakin Tofa,NGA020010,NGA020,2
Doguwa,NGA020011,NGA020,2
Fagge,NGA020012,NGA020,2
Gabasawa,NGA020013,NGA020,2
Garko,NGA020014,NGA020,2
Garum Mallam,NGA020015,NGA020,2
Gaya,NGA020016,NGA020,2
Gezawa,NGA020017,NGA020,2
Gwale,NGA020018,NGA020,2
Gwarzo,NGA020019,NGA020,2
Kabo,NGA020020,NGA020,2
Kano Municipal,NGA020021,NGA020,2
Karaye,NGA020022,NGA020,2
Kibiya,NGA020023,NGA020,2
Kiru,NGA020024,NGA020,2
Kumbotso,NGA020025,NGA020,2
Kunchi,NGA020026,NGA020,2
Kura,NGA020027,NGA020,2
Madobi,NGA020028,NGA020,2
Makoda,NGA020029,NGA020,2
Minjibir,NGA020030,NGA020,2
Nasarawa,NGA020031,NGA020,2
Rano,NGA020032,NGA020,2
Rimin Gado,NGA020033,NGA020,2
Rogo,NGA020034,NGA020,2
Shanono,NGA020035,NGA020,2
Sumaila,NGA020036,NGA020,2
Takali,NGA020037,NGA020,2
Tarauni,NGA020038,NGA020,2
Tofa,NGA020039,NGA020,2
Tsanyawa,NGA020040,NGA020,2
Tudun Wada,NGA020041,NGA020,2
Ungogo,NGA020042,NGA020,2
Warawa,NGA020043,NGA020,2
Wudil,NGA020044,NGA020,2
Bakori,NGA021001,NGA021,2
Batagarawa,NGA021002,NGA021,2
Batsari,NGA021003,NGA021,2
Bindawa,NGA021005,NGA021,2
Charanchi,NGA021006,NGA021,2
Dan Musa,NGA021007,NGA021,2
Dandume,NGA021008,NGA021,2
Danja,NGA021009,NGA021,2
Daura,NGA021010,NGA021,2
Dutsi,NGA021011,NGA021,2
Dutsin-Ma,NGA021012,NGA021,2
Faskari,NGA021013,NGA021,2
Funtua,NGA021014,NGA021,2
Ingawa,NGA021015,NGA021,2
Kafur,NGA021017,NGA021,2
Kankara,NGA021019,NGA021,2
Kankia,NGA021020,NGA021,2
Katsina,NGA021021,NGA021,2
Kurfi,NGA021022,NGA021,2
Kusada,NGA021023,NGA021,2
Malumfashi,NGA021025,NGA021,2
Mani,NGA021026,NGA021,2
Matazuu,NGA021028,NGA021,2
Musawa,NGA021029,NGA021,2
Rimi,NGA021030,NGA021,2
Sabuwa,NGA021031,NGA021,2
Safana,NGA021032,NGA021,2
Sandamu,NGA021033,NGA021,2
Aleiro,NGA022001,NGA022,2
Argungu,NGA022003,NGA022,2
Augie,NGA022004,NGA022,2
Birnin Kebbi,NGA022006,NGA022,2
Bunza,NGA022007,NGA022,2
Fakai,NGA022009,NGA022,2
Gwandu,NGA022010,NGA022,2
Jega,NGA022011,NGA022,2
Kalgo,NGA022012,NGA022,2
Koko/Besse,NGA022013,NGA022,2
Maiyama,NGA022014,NGA022,2
Ngaski,NGA022015,NGA022,2
Sakaba,NGA022016,NGA022,2
Shanga,NGA022017,NGA022,2
Suru,NGA022018,NGA022,2
Wasagu/Danko,NGA022019,NGA022,2
Yauri,NGA022020,NGA022,2
Zuru,NGA022021,NGA022,2
Adavi,NGA023001,NGA023,2
Ajaokuta,NGA023002,NGA023,2
Ankpa,NGA023003,NGA023,2
Bassa,NGA023004,NGA023,2
Dekina,NGA023005,NGA023,2
Ibaji,NGA023006,NGA023,2
Idah,NGA023007,NGA023,2
Igalamela-Odolu,NGA023008,NGA023,2
Ijumu,NGA023009,NGA023,2
Kabba/Bunu,NGA023010,NGA023,2
Kogi,NGA023011,NGA023,2
Lokoja,NGA023012,NGA023,2
Mopa-Muro,NGA023013,NGA023,2
Ofu,NGA023014,NGA023,2
Ogori/Mangongo,NGA023015,NGA023,2
Okehi,NGA023016,NGA023,2
Okene,NGA023017,NGA023,2
Olamabolo,NGA023018,NGA023,2
Omala,NGA023019,NGA023,2
Yagba East,NGA023020,NGA023,2
Yagba West,NGA023021,NGA023,2
Asa,NGA024001,NGA024,2
Edu,NGA024003,NGA024,2
Ekiti,NGA024004,NGA024,2
Ifelodun,NGA024005,NGA024,2
Ilorin East,NGA024006,NGA024,2
Ilorin South,NGA024007,NGA024,2
Ilorin West,NGA024008,NGA024,2
Irepodun,NGA024009,NGA024,2
Isin,NGA024010,NGA024,2
Kaiama,NGA024011,NGA024,2
Moro,NGA024012,NGA024,2
Offa,NGA024013,NGA024,2
Oke-Ero,NGA024014,NGA024,2
Oyun,NGA024015,NGA024,2
Pategi,NGA024016,NGA024,2
Agege,NGA025001,NGA025,2
Ajeromi-Ifelodun,NGA025002,NGA025,2
Alimosho,NGA025003,NGA025,2
Apapa,NGA025005,NGA025,2
Epe,NGA025007,NGA025,2
Ifako-Ijaye,NGA025010,NGA025,2
Ikeja,NGA025011,NGA025,2
Mushin,NGA025016,NGA025,2
Ojo,NGA025017,NGA025,2
Oshodi-Isolo,NGA025018,NGA025,2
Surulere,NGA025020,NGA025,2
Akwanga,NGA026001,NGA026,2
Awe,NGA026002,NGA026,2
Doma,NGA026003,NGA026,2
Karu,NGA026004,NGA026,2
Keana,NGA026005,NGA026,2
Keffi,NGA026006,NGA026,2
Kokona,NGA026007,NGA026,2
Lafia,NGA026008,NGA026,2
Nasarawa,NGA026009,NGA026,2
Nasarawa-Eggon,NGA026010,NGA026,2
Obi,NGA026011,NGA026,2
Toto,NGA026012,NGA026,2
Wamba,NGA026013,NGA026,2
Agaie,NGA027001,NGA027,2
Agwara,NGA027002,NGA027,2
Bida,NGA027003,NGA027,2
Bosso,NGA027005,NGA027,2
Chanchaga,NGA027006,NGA027,2
Edati,NGA027007,NGA027,2
Gbako,NGA027008,NGA027,2
Gurara,NGA027009,NGA027,2
Katcha,NGA027010,NGA027,2
Kontagora,NGA027011,NGA027,2
Lapai,NGA027012,NGA027,2
Lavun,NGA027013,NGA027,2
Magama,NGA027014,NGA027,2
Mariga,NGA027015,NGA027,2
Mashegu,NGA027016,NGA027,2
Mokwa,NGA027017,NGA027,2
Muya,NGA027018,NGA027,2
Pailoro,NGA027019,NGA027,2
Rafi,NGA027020,NGA027,2
Rijau,NGA027021,NGA027,2
Shiroro,NGA027022,NGA027,2
Suleja,NGA027023,NGA027,2
Tafa,NGA027024,NGA027,2
Wushishi,NGA027025,NGA027,2
Abeokuta North,NGA028001,NGA028,2
Abeokuta South,NGA028002,NGA028,2
Ado-Odo/Ota,NGA028003,NGA028,2
Egbado South,NGA028005,NGA028,2
Ewekoro,NGA028006,NGA028,2
Ifo,NGA028007,NGA028,2
Ijebu East,NGA028008,NGA028,2
Ijebu North,NGA028009,NGA028,2
Ijebu North East,NGA028010,NGA028,2
Ijebu ode,NGA028011,NGA028,2
Ikenne,NGA028012,NGA028,2
Obafemi-Owode,NGA028015,NGA028,2
Odeda,NGA028016,NGA028,2
Odogbolu,NGA028017,NGA028,2
Ogun waterside,NGA028018,NGA028,2
Remo North,NGA028019,NGA028,2
Shagamu,NGA028020,NGA028,2
Akoko North East,NGA029001,NGA029,2
Akoko North West,NGA029002,NGA029,2
Akoko South East,NGA029003,NGA029,2
Akoko South West,NGA029004,NGA029,2
Akure North,NGA029005,NGA029,2
Akure South,NGA029006,NGA029,2
Ese-Odo,NGA029007,NGA029,2
Idanre,NGA029008,NGA029,2
Ifedore,NGA029009,NGA029,2
Ile-Oluji-Okeigbo,NGA029011,NGA029,2
Irele,NGA029012,NGA029,2
Odigbo,NGA029013,NGA029,2
Okitipupa,NGA029014,NGA029,2
Ondo East,NGA029015,NGA029,2
Ondo West,NGA029016,NGA029,2
Ose,NGA029017,NGA029,2
Owo,NGA029018,NGA029,2
Aiyedade,NGA030001,NGA030,2
Aiyedire,NGA030002,NGA030,2
Atakumosa East,NGA030003,NGA030,2
Atakumosa West,NGA030004,NGA030,2
Boluwaduro,NGA030005,NGA030,2
Boripe,NGA030006,NGA030,2
Ede North,NGA030007,NGA030,2
Ede South,NGA030008,NGA030,2
Egbedore,NGA030009,NGA030,2
Ejigbo,NGA030010,NGA030,2
Ife Central,NGA030011,NGA030,2
Ife East,NGA030012,NGA030,2
Ife North,NGA030013,NGA030,2
Ife South,NGA030014,NGA030,2
Ifedayo,NGA030015,NGA030,2
Ifelodun,NGA030016,NGA030,2
Ila,NGA030017,NGA030,2
Ilesha East,NGA030018,NGA030,2
Ilesha West,NGA030019,NGA030,2
Irepodun,NGA030020,NGA030,2
Irewole,NGA030021,NGA030,2
Isokan,NGA030022,NGA030,2
Iwo,NGA030023,NGA030,2
Obokun,NGA030024,NGA030,2
Odo-Otin,NGA030025,NGA030,2
Ola-oluwa,NGA030026,NGA030,2
Olorunda,NGA030027,NGA030,2
Oriade,NGA030028,NGA030,2
Orolu,NGA030029,NGA030,2
Osogbo,NGA030030,NGA030,2
Afijio,NGA031001,NGA031,2
Akinyele,NGA031002,NGA031,2
Atiba,NGA031003,NGA031,2
Egbeda,NGA031005,NGA031,2
Ibadan North,NGA031006,NGA031,2
Ibadan North East,NGA031007,NGA031,2
Ibadan North West,NGA031008,NGA031,2
Ibadan South East,NGA031009,NGA031,2
Ibadan South West,NGA031010,NGA031,2
Ibarapa Central,NGA031011,NGA031,2
Ibarapa East,NGA031012,NGA031,2
Ibarapa North,NGA031013,NGA031,2
Ido,NGA031014,NGA031,2
Irepo,NGA031015,NGA031,2
Iseyin,NGA031016,NGA031,2
Itesiwaju,NGA031017,NGA031,2
Kajola,NGA031019,NGA031,2
Lagelu,NGA031020,NGA031,2
Ogbomosho North,NGA031021,NGA031,2
Ogbomosho South,NGA031022,NGA031,2
Ogo Oluwa,NGA031023,NGA031,2
Olorunsogo,NGA031024,NGA031,2
Oluyole,NGA031025,NGA031,2
Ona-Ara,NGA031026,NGA031,2
Orelope,NGA031027,NGA031,2
Ori Ire,NGA031028,NGA031,2
Oyo East,NGA031029,NGA031,2
Oyo West,NGA031030,NGA031,2
Saki East,NGA031031,NGA031,2
Saki West,NGA031032,NGA031,2
Surulere,NGA031033,NGA031,2
Barikin Ladi,NGA032001,NGA032,2
Bassa,NGA032002,NGA032,2
Bokkos,NGA032003,NGA032,2
Jos East,NGA032004,NGA032,2
Jos North,NGA032005,NGA032,2
Jos South,NGA032006,NGA032,2
Kanam,NGA032007,NGA032,2
Kanke,NGA032008,NGA032,2
Langtang North,NGA032009,NGA032,2
Langtang South,NGA032010,NGA032,2
Mangu,NGA032011,NGA032,2
Mikang,NGA032012,NGA032,2
Pankshin,NGA032013,NGA032,2
Qua'an Pan,NGA032014,NGA032,2
Riyom,NGA032015,NGA032,2
Shendam,NGA032016,NGA032,2
Wase,NGA032017,NGA032,2
Abua/Odual,NGA033001,NGA033,2
Ahoada East,NGA033002,NGA033,2
Ahoada West,NGA033003,NGA033,2
Andoni,NGA033005,NGA033,2
Asari-Toru,NGA033006,NGA033,2
Bonny,NGA033007,NGA033,2
Eleme,NGA033009,NGA033,2
Emohua,NGA033010,NGA033,2
Etche,NGA033011,NGA033,2
Gokana,NGA033012,NGA033,2
Ikwerre,NGA033013,NGA033,2
Khana,NGA033014,NGA033,2
Obia/Akpor,NGA033015,NGA033,2
Ogba/Egbema/Ndoni,NGA033016,NGA033,2
Ogu/Bolo,NGA033017,NGA033,2
Okrika,NGA033018,NGA033,2
Omumma,NGA033019,NGA033,2
Opobo/Nkoro,NGA033020,NGA033,2
Oyigbo,NGA033021,NGA033,2
Port-Harcourt,NGA033022,NGA033,2
Tai,NGA033023,NGA033,2
Binji,NGA034001,NGA034,2
Bodinga,NGA034002,NGA034,2
Dange-Shnsi,NGA034003,NGA034,2
Goronyo,NGA034006,NGA034,2
Gawabawa,NGA034005,NGA034,2
Illela,NGA034008,NGA034,2
Isa,NGA034009,NGA034,2
Kebbe,NGA034010,NGA034,2
Kware,NGA034011,NGA034,2
Rabah,NGA034012,NGA034,2
Shagari,NGA034014,NGA034,2
Silame,NGA034015,NGA034,2
Sokoto North,NGA034016,NGA034,2
Sokoto South,NGA034017,NGA034,2
Tambuwal,NGA034018,NGA034,2
Tureta,NGA034020,NGA034,2
Wamako,NGA034021,NGA034,2
Wurno,NGA034022,NGA034,2
Yabo,NGA034023,NGA034,2
Ardo-Kola,NGA035001,NGA035,2
Bali,NGA035002,NGA035,2
Donga,NGA035003,NGA035,2
Gassol,NGA035005,NGA035,2
Ibi,NGA035006,NGA035,2
Jalingo,NGA035007,NGA035,2
Karin-Lamido,NGA035008,NGA035,2
Lau,NGA035010,NGA035,2
Wukari,NGA035014,NGA035,2
Yorro,NGA035015,NGA035,2
Zing,NGA035016,NGA035,2
Bade,NGA036001,NGA036,2
Bursari,NGA036002,NGA036,2
Damaturu,NGA036003,NGA036,2
Fika,NGA036004,NGA036,2
Fune,NGA036005,NGA036,2
Geidam,NGA036006,NGA036,2
Gujba,NGA036007,NGA036,2
Gulani,NGA036008,NGA036,2
Jakusko,NGA036009,NGA036,2
Karasuwa,NGA036010,NGA036,2
Nangere,NGA036012,NGA036,2
Nguru,NGA036013,NGA036,2
Potiskum,NGA036014,NGA036,2
Tarmua,NGA036015,NGA036,2
Anka,NGA037001,NGA037,2
Bakura,NGA037002,NGA037,2
Birnin Magaji,NGA037003,NGA037,2
Bukkuyum,NGA037004,NGA037,2
Bungudu,NGA037005,NGA037,2
Gummi,NGA037006,NGA037,2
Gusau,NGA037007,NGA037,2
Kaura-Namoda,NGA037008,NGA037,2
Maradun,NGA037009,NGA037,2
Maru,NGA037010,NGA037,2
Shinkafi,NGA037011,NGA037,2
Talata Mafara,NGA037012,NGA037,2
Tsafe,NGA037013,NGA037,2
Zurmi,NGA037014,NGA037,2
Mbo,NGA003017,NGA003,2
Oron,NGA003025,NGA003,2
Udung Uko,NGA003027,NGA003,2
Calabar South,NGA009008,NGA009,2
Ibeno,NGA003008,NGA003,2
Eastern Obolo,NGA003002,NGA003,2
Degema,NGA033008,NGA033,2
Akuku Toru,NGA033004,NGA033,2
Brass,NGA006001,NGA006,2
Southern Ijaw,NGA006007,NGA006,2
Ekeremor,NGA006002,NGA006,2
Burutu,NGA010004,NGA010,2
Warri South West,NGA010025,NGA010,2
Warri North,NGA010023,NGA010,2
Ilaje,NGA029010,NGA029,2
Ibeju/Lekki,NGA025009,NGA025,2
Amuwo-Odofin,NGA025004,NGA025,2
Badagry,NGA025006,NGA025,2
Ipokia,NGA028014,NGA028,2
Egbado North,NGA028004,NGA028,2
Imeko-Afon,NGA028013,NGA028,2
Iwajowa,NGA031018,NGA031,2
Atigbo,NGA031004,NGA031,2
Baruten,NGA024002,NGA024,2
Borgu,NGA027004,NGA027,2
Bagudo,NGA022005,NGA022,2
Dandi,NGA022008,NGA022,2
Arewa-Dandi,NGA022002,NGA022,2
Gudu,NGA034007,NGA034,2
Tangaza,NGA034019,NGA034,2
Gada,NGA034004,NGA034,2
Sabon Birni,NGA034013,NGA034,2
kaita,NGA021018,NGA021,2
Jibia,NGA021016,NGA021,2
Mashi,NGA021027,NGA021,2
